starname,tic_id,mass,mass_mc_err,mass_observed,mass_resid,age_log10yr,age_gyr,age_gyr_mc_err,age_observed,age_resid,feh,feh_mc_err,feh_observed,feh_resid,AV,AV_mc_err,distance_pc,distance_pc_mc_err,chi2,dof,red_chi2,success,message,bands_used,used_teff_initial,used_feh_initial,used_age_initial,BP_mag_obs,BP_mag_model,BP_mag_resid,G_mag_obs,G_mag_model,G_mag_resid,RP_mag_obs,RP_mag_model,RP_mag_resid,J_mag_obs,J_mag_model,J_mag_resid,H_mag_obs,H_mag_model,H_mag_resid,K_mag_obs,K_mag_model,K_mag_resid
K2-240,432247315,0.5607270570662771,0.0070155936723020505,0.58,-0.019272942933722836,10.11884411007102,13.147528171866806,0.6164505687674436,nan,nan,0.042687026946321066,0.11079798293462188,-0.1,0.14268702694632107,0.12478755292767525,0.15191780174421177,72.93354040465614,0.5333519837808958,9.25523900284592,3,3.085079667615307,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,False,13.56412055967,13.477535121862754,-0.08658543780724592,12.60431497715,12.588861225513854,-0.015453751636146151,11.6320389564,11.681147485178464,0.04910852877846317,10.394,10.448662621808893,0.05466262180889281,9.745,9.721560561915702,-0.023439438084297493,9.56,9.554094878473371,-0.005905121526629031
K2-233,428820090,0.7845797483757833,0.008718635570038527,0.79,-0.005420251624216776,9.044853499383903,1.108800720272823,0.28896231652593785,0.36,0.748800720272823,-0.11892779739241391,0.0894076604317594,-0.082,-0.036927797392413905,0.20443410588952657,0.11897540536101675,67.75331241378336,0.4580194180280741,4.257040430175714,3,1.4190134767252378,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,10.9371483741,10.918075232203506,-0.01907314189649334,10.4229174415,10.423244184462073,0.0003267429620734674,9.7514117514,9.776001926204058,0.024590174804059117,8.968,8.976010161817866,0.00801016181786629,8.501,8.45979862335292,-0.0412013766470789,8.375,8.382477372060901,0.007477372060900933
K2-318,335322931,0.5861153933975335,0.006682498975489982,0.561,0.025115393397533436,9.196474970454172,1.5720811866329185,0.5122789004986446,nan,nan,0.2838506654957035,0.0323476433403369,nan,nan,1.359348979383332e-08,0.04443710070004091,148.9309876355618,2.214446798479499,5.289383303126987,2,2.6446916515634933,True,`xtol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,False,False,15.440904530093,15.388316411749955,-0.052588118343045664,14.378969762507,14.376116718882576,-0.0028530436244231794,13.35696604687,13.405160261108085,0.048194214238085564,12.042,12.044494937264924,0.002494937264923891,11.341,11.322595963605313,-0.018404036394686685,11.152,11.15332906086923,0.0013290608692315686
K2-33,49040478,0.5213549782837474,0.01719137619318652,0.56,-0.038645021716252614,7.021387329336019,0.010504788897897249,0.00010867007497903805,0.0093,0.0012047888978972496,0.32428492231315154,0.04765689663300193,nan,nan,0.6058560314261269,0.15897576565465044,138.62394435511675,1.923542485781644,14.973953639864597,2,7.486976819932298,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,False,True,15.732864693651,15.67162434022881,-0.06124035342219081,14.133508442435,14.12764228739093,-0.005866155044069288,12.91242261798,12.979029798975878,0.06660718099587726,11.095,11.107426885227078,0.012426885227077022,10.332,10.270449912195359,-0.06155008780464222,10.026,10.057883510819941,0.03188351081994156
K2-37,68504570,0.8656593974507766,0.014044741607794349,0.84,0.02565939745077661,9.6374663571695,4.339766441335394,0.06548978952178712,nan,nan,-0.09047116109070011,0.09606735752576555,-0.08,-0.010471161090700107,0.739454024225306,0.09863420456092521,178.06853254856298,3.135473640105673,0.8679896508252309,3,0.28932988360841033,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,False,12.76781021451,12.772634051132506,0.0048238366225064055,12.24751755194,12.244543953937887,-0.0029735980021126096,11.567178149,11.566145222645575,-0.0010329263544246459,10.692,10.700051477183829,0.008051477183828482,10.214,10.224014048158564,0.010014048158563327,10.142,10.128726397059701,-0.013273602940298446
K2-53,49652731,0.8334507224094198,0.012185479387368253,0.851,-0.017549277590580226,9.81962059892505,6.6011651609941255,0.05118670996478468,nan,nan,-0.07694780363475218,0.09524726339298256,-0.037,-0.03994780363475218,1.1350474873360388,0.10085093966758935,137.91337766007098,1.888270398070691,5.436141737387997,3,1.812047245795999,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,False,12.74569735185,12.768985328189506,0.023287976339506855,12.1382196985,12.128828303886737,-0.00939139461326377,11.38341414463,11.369854347718494,-0.013559796911506439,10.306,10.338708458787421,0.03270845878742179,9.826,9.79787819512366,-0.028121804876340306,9.664,9.67298793107048,0.00898793107048057
K2-31,50171060,0.9128353835273181,0.013074311504462649,0.91,0.002835383527318047,9.698593554457373,4.995667838452985,0.087501747555639,nan,nan,0.07627639266167492,0.0927607083941548,0.08,-0.00372360733832508,0.12052010942896395,0.08634500642732988,110.23921252153461,1.2117084890323524,0.6031393287695177,3,0.20104644292317256,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,False,10.9485098179,10.93917244654457,-0.009337371355430335,10.538267663,10.538284217252068,1.6554252068701203e-05,9.9643125137,9.97372542327528,0.009412909575280182,9.318,9.325965219287582,0.007965219287582315,8.942,8.919958460643352,-0.022041539356647988,8.866,8.862145812363334,-0.0038541876366657846
K2-138,4610830,0.91498472720644,0.017023988670511636,0.935,-0.02001527279356008,9.444442421108043,2.7825464385595375,0.11823260458108667,2.8,-0.017453561440462284,0.10235444234185155,0.09159344440649313,0.14,-0.03764555765814846,0.09554335016521347,0.0909014714762366,203.68969749413463,3.9824313582451745,2.9306549388648255,3,0.9768849796216085,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,12.4380934774,12.433771093109169,-0.004322384290832204,12.02223142957,12.019696357124856,-0.002535072445144948,11.4429277813,11.444087142710618,0.0011593614106182315,10.756,10.78163777434111,0.02563777434111003,10.384,10.361739449326935,-0.022260550673065538,10.305,10.301268453179011,-0.0037315468209886404
K2-141,301235044,0.7095289536925844,0.009111544579368913,0.708,0.0015289536925844338,9.816572356978694,6.5549948826084865,0.32925234847985557,6.3,0.2549948826084867,-0.03174682427252196,0.08451028224143546,0.0,-0.03174682427252196,0.09677127920477302,0.1236935562183636,62.03564294070356,0.3846675688909059,5.336229394497255,3,1.778743131499085,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,11.3475645959,11.302182024332218,-0.04538257156778158,10.7187004487,10.719385286972683,0.0006848382726829527,9.9648479892,10.005672697476331,0.04082470827633067,9.086,9.097821637702824,0.011821637702823296,8.524,8.47432172111181,-0.0496782788881891,8.401,8.382496776889163,-0.018503223110837297
K2-329,301258470,0.8964828539698865,0.018451045294256136,0.901,-0.00451714603011355,9.356007370434089,2.269903374204369,0.1340453335414488,1.8,0.469903374204369,0.0929756039209926,0.08782176708053678,0.098,-0.005024396079007398,0.06876249348534952,0.08989775637062092,234.21360203261298,5.154613837311733,4.393973158067071,3,1.4646577193556904,True,`ftol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,True,True,12.87177833131,12.860947893038762,-0.010830438271238307,12.4368883597,12.438449059124952,0.0015606994249530715,11.84143608582,11.855463125770582,0.014027039950581965,11.174,11.18128602225377,0.007286022253770952,10.798,10.747733581116622,-0.05026641888337835,10.668,10.686180735504344,0.018180735504344625
K2-326,422487869,0.6536368029049997,0.016873390812067325,0.507,0.1466368029049997,9.847082260360306,7.032055024648141,0.6423015627827972,nan,nan,0.2349602941795783,0.09236003192616475,nan,nan,2.123372412296979e-08,0.10894741185920753,285.21427581426076,8.339448504572474,3.6604303615730207,2,1.8302151807865104,True,`xtol` termination condition is satisfied.,"['BP_mag', 'G_mag', 'RP_mag', 'J_mag', 'H_mag', 'K_mag']",True,False,False,15.87193418682,15.819305094015476,-0.052629092804524547,14.99119798577,14.999831770432404,0.008633784662404054,14.06426347563,14.128605243864962,0.06434176823496252,12.977,12.963437669246865,-0.013562330753135399,12.231,12.231141725963921,0.00014172596392114656,12.091,12.091259374362995,0.00025937436299550143
