    0.234794712568430668E+03    0.829858374430410706E+01   -0.304139329248267476E+00    0.623858993881170392E+02    0.270034830992422148E+00   -0.528207551877843002E+02
    0.324448524486601286E+03    0.989186421650149939E+01   -0.388842535217646112E+00    0.616727511146539982E+02    0.382244661646414408E+00   -0.516374039229485291E+02
    0.330117928990408018E+03    0.975911514291491322E+01   -0.325582684449170046E+00    0.615679651048092040E+02    0.641104189216314957E+00   -0.512313658996025012E+02
    0.324040378391821719E+03    0.976603516731682575E+01   -0.279879152697493971E+00    0.626984447830262965E+02    0.182410189072766751E-01   -0.510303028954991760E+02
    0.308221544616932988E+03    0.960196380667587590E+01   -0.353298827099894464E+00    0.623799080069211414E+02    0.485446559061256444E+00   -0.507864243016958881E+02
    0.318628305514098884E+03    0.967930704230764860E+01   -0.366716589313994312E+00    0.623792255868132486E+02    0.266502005693699862E+00   -0.506632447652569198E+02
    0.316975379496218920E+03    0.961187622751310400E+01   -0.267062925879647750E+00    0.610721305506863104E+02    0.308861798232826119E-01   -0.506424004607108031E+02
    0.324701478551179264E+03    0.970768696943491705E+01   -0.363750658188893627E+00    0.617397843673722235E+02    0.984598610929809159E+00   -0.500361807861812835E+02
    0.293931345849412708E+03    0.943442461688525569E+01   -0.336211648275902775E+00    0.618724160945869386E+02    0.801637815967368939E+00   -0.496237025789886843E+02
    0.193614651026066781E+03    0.769446273274002657E+01   -0.312570047755441394E+00    0.618997237870804895E+02    0.385410683419456779E+00   -0.495240706657840590E+02
    0.342889830378409670E+03    0.100332613927817107E+02   -0.305158223459925271E+00    0.613706721010415066E+02    0.891042882858367746E-01   -0.493919199265238262E+02
    0.225295459583768263E+03    0.819214547842069507E+01   -0.279003054916833637E+00    0.613148954692915282E+02    0.939603452370571857E+00   -0.492856676995540255E+02
    0.272802767725964031E+03    0.911757843321122152E+01   -0.262405061231541392E+00    0.615088909432920019E+02    0.179775505578944089E+00   -0.491672977776165396E+02
    0.313642528611845819E+03    0.948316119315372141E+01   -0.280404003635987831E+00    0.615152358791645071E+02    0.105978283889034117E+00   -0.491177694595154151E+02
    0.260632965370144063E+03    0.870926998469230007E+01   -0.326877833319207944E+00    0.615725524733079084E+02    0.186764578905159906E+00   -0.489536423646944812E+02
    0.332426441298459281E+03    0.100532057269394812E+02   -0.293890414078215478E+00    0.620580156165964638E+02    0.500351405774916991E+00   -0.489154331573714174E+02
    0.185908355776931643E+03    0.758305498697770375E+01   -0.282058955038755776E+00    0.615084741517112406E+02    0.534959233337216178E+00   -0.488773736642214303E+02
    0.261239420579757279E+03    0.888346634446373074E+01   -0.341110479536352873E+00    0.621205637129097070E+02    0.720510264612103435E+00   -0.488744212633248196E+02
    0.293174319296556519E+03    0.930367319168062323E+01   -0.270768299453246541E+00    0.626198236661277861E+02    0.240131443422174795E+00   -0.487877269892611380E+02
    0.297253105589742177E+03    0.927312136745045201E+01   -0.327386591909054836E+00    0.614906192121170179E+02    0.286244302022229891E+00   -0.487836001217413298E+02
    0.195536267206350516E+03    0.782412948419575649E+01   -0.255489145559994579E+00    0.625409454910246652E+02    0.442303753617880546E+00   -0.487500252436028916E+02
    0.192943925833830178E+03    0.780366487810636578E+01   -0.345554275072626815E+00    0.617166737421953400E+02    0.887537852511491865E+00   -0.486324343249264501E+02
    0.343193771598375349E+03    0.100395656913416804E+02   -0.322644913348145934E+00    0.615542865240338770E+02    0.404857611838185860E+00   -0.486034084532161117E+02
    0.304937885560092468E+03    0.962161834788329529E+01   -0.292054929549713016E+00    0.619613384566773959E+02    0.916067722958569308E+00   -0.485940736771207682E+02
    0.310815552131092545E+03    0.969833597335778919E+01   -0.309871180972312921E+00    0.620425931717096901E+02    0.685456044466308066E-02   -0.485937417462624950E+02
    0.268740387082736504E+03    0.893887446103882510E+01   -0.327219957026374964E+00    0.613569781180038092E+02    0.243165664193247144E+00   -0.485787618034380131E+02
    0.267130591518659060E+03    0.892299439144470163E+01   -0.378424627764402555E+00    0.616986624811001292E+02    0.477258968103449088E+00   -0.485611286111236637E+02
    0.287249178656593756E+03    0.910045534048541072E+01   -0.316149317248894057E+00    0.621397466669062979E+02    0.823937941422634101E+00   -0.485521897276214744E+02
    0.311206025672756311E+03    0.971064396034115163E+01   -0.307960716065519335E+00    0.619117326696084547E+02    0.576417587377306639E+00   -0.485368610259298165E+02
    0.320700782739523333E+03    0.980348940025078619E+01   -0.282583000332074175E+00    0.624612847292392672E+02    0.444286600853780689E+00   -0.485181857708937514E+02
